Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
209,Humber Arm27,Humber Arm,27,Culvert,Blue Gulch Brook 007,2019-09-24,"Midland Row, Pasadena",49.01369,-57.58608,"Trout,Salmon",Dam downstream,Yes,Pipe arch,CSP,2.225,1.39,22,18.3,11.4,0.965,1.345,14.016,2.711187215,0,59.4,,good,"Three culverts on site, only one with water flow. Embedded in cement wall, with sides stabilized well with rocks.",2.7% slope likely result in a velocity barrier.,Yes,2020-07-13,,NO,,,POINT (-57.58608 49.01369),02YL000-27434,14.4404659275301
210,Humber Arm28,Humber Arm,28,Barrier,South Brook 004,2019-09-24,North Harbour Road,48.97829,-57.60883,"Trout,Salmon",unknown,,,,,,,,,,,,,,,,,"Wooden/Steel bridge with wooden abutments and cribbing. Old cribbing from previous bridge in middle of water course, with part of the cribbing from the abutment on shore failing, washing into the watercourse creating a partial stream blockage & providing an area for further debris to build up.",,No,,,NO,,,POINT (-57.60883 48.97829),02YL000-25466,1.37726502708843
211,Humber Arm29,Humber Arm,29,Barrier,South Brook 006,2019-09-24,North Harbour Road,48.95248,-57.61235,"Trout,Salmon",unknown,,,,,,,,,,,,,,,,,"Erosion along streambank has lead to bank failure, causing trees found along the stream bank to fall across the brook, potentially obstructing flow.", Likely a partial barrier,Maybe,,,NO,,,POINT (-57.61235 48.95248),02YL000-26672,10.3804054852902
212,Humber Arm30,Humber Arm,30,Culvert,South Brook 007,2019-09-24,North Harbour Road,48.91652,-57.62561,"Trout,Salmon",Presence of blown down trees both up/downstream,Yes,round,CSP,1.64,1.27,44,9.7,17.6,0.44,0.76,14.291,2.239171507,0,21.1,,fair,"A lot of woody debris present at culvert inlet and outlet, disrupting flow. South brook becoming narrow at this point in its reach, may not be suitable for salmon, trout may be present. Not a natural bottom.",2.2% slope and partial obstructions,Yes,2020-07-13,,NO,,,POINT (-57.62561 48.91652),02YL000-25988,16.7878049856703
213,Humber Arm31,Humber Arm,31,Culvert,Transmission Brook 001,2019-09-24,"Main Street, Pasadena",49.01268,-57.62123,"Trout,Salmon",unknown,No,,,,,,,,,,,,,,,,Low profile box culvert with exposed natural bottom.,,No,,,NO,,,POINT (-57.62123 49.01268),02YL000-26591,7.57083803494855
214,Humber Arm32,Humber Arm,32,Culvert,Black Gulch Brook 001,2019-09-24,North Harbour Road,48.92176,-57.62335,"Trout,Salmon",Falls present upstream of culvert,Yes,round,CSP,1.47,0.657,56,17.4,8.8,0.66,0.885,13.906,1.618006616,0,54.8,,fair,"Large rock in culvert near outlet, and a few smaller rocks throughout inside of culvert. Three culverts located on site, all three have water flow, two of the three are starting to rust.",>1.5% slope and partial obstructions,Yes,2020-07-13,,NO,,,POINT (-57.62335 48.92176),02YL000-27375,14.5409482298646
215,Humber Arm33,Humber Arm,33,Culvert,Crooked Feeder 003,2019-10-09,Trans Canada Highway (~16km East of Deer Lake),49.22409,-57.25452,"Trout,Salmon",Beaver dam upstream,No,,,,,,,,,,,,,,,,Concrete box culvert with exposed natural bottom.,,No,,,NO,,,POINT (-57.25452 49.22409),02YL000-26566,51.7779547780174
216,Humber Arm34,Humber Arm,34,Culvert,Crooked Feeder 004,2019-10-09,Trans Canada Highway (~17km East of Deer Lake),49.2202,-57.24243,"Trout,Salmon",Beaver dam present,No,,,,,,,,,,,,,,,,Concrete box culvert with exposed natural bottom.,,No,,,NO,,,POINT (-57.24243 49.2202),02YL000-26511,19.6494807663969
217,Humber Arm35,Humber Arm,35,Culvert,Coal Brook 004,2019-10-10,Incinary Road,49.20755,-57.50707,"Trout,Salmon",Beaver dam downstream,Yes,round,CSP,1.5,0.895,28.5,13.3,13.2,1.005,1.06,15.269,0.360206955,0,90.1,,poor,"Beaver dam downstream creating large outflow pool. Small fish were present during survey, unidentified.",,No,,,NO,,,POINT (-57.50707 49.20755),02YL000-25393,8.76559592052038
218,Humber Arm36,Humber Arm,36,Culvert,Gale's Brook 001,2019-10-10,Highway 420,49.54743,-56.99849,Salmon,unknown,No,,,,,,,,,,,,,,,,"CSP pipe, oval, very large. Multiple salmon present on side (10 or more salmon visible in culvert). Culvert backwatered from downstream pool. Appears deep throughout culvert.",,No,,,NO,,,POINT (-56.99849 49.54743),02YL000-25616,11.709406178756
219,Humber Arm37,Humber Arm,37,Culvert,Wigwam Brook 002,2019-10-11,Riverside Road (snowmobile access),49.43856,-56.99412,"Trout,Salmon",unknown,No,,,,,,,,,,,,,,,,Two CSP culverts installed on site. Deep water throughout culvert. Slight rapid above culvert inlet.,,No,,,NO,,,POINT (-56.99412 49.43856),02YL000-25429,13.6209522815881
220,Humber Arm38,Humber Arm,38,Culvert,Wigwam Brook 003,2019-10-11,Riverside Road,49.452166,-56.975983,"Trout,Salmon",unknown,Yes,round,CSP,1.4,1.02,53.5,21.8,27,0.505,0.65,15.234,0.951818301,0,91,,poor,Very deep at outlet. Outlet has old wooden cribbing by it. Road beginning to washout over culvert.,1% slope and culvert is showing signs of failure.,Maybe,,,NO,,,POINT (-56.975983 49.452166),02YL000-26444,5.72485702776399
221,Humber Arm39,Humber Arm,39,Culvert,Alder Brook 002,2019-10-11,Highway 420,49.50389,-56.97611,"Trout,Salmon",unknown,Yes,round,CSP,1.52,1,66,17,70,0.56,1.17,37.103,1.644071908,0,40,,good,"Culvert curved in middle. Two culverts installed on site, one not measured had a lot of debris in front of it. Culvert looks to be in new condition.",Slope likely result in a velocity barrier.,Yes,2020-07-13,,NO,,,POINT (-56.97611 49.50389),02YL000-26973,6.90368178363955
222,Humber Arm40,Humber Arm,40,Culvert,Moose Brook,2019-10-11,Cormack-Hampden Snowmobile trail,49.38952,-57.068,Trout,Beaver dam downstream,No,,,,,,,,,,,,,,,,Beaver dam obstruction downstream creating flooded area at outlet. Outlet completely submerged in water. Inlet almost completely submerged. Branch and leaf debris at inlet.,,No,,,NO,,,POINT (-57.068 49.38952),02YL000-17703,19.3526958931584
223,Humber Arm41,Humber Arm,41,Culvert,Little Rapids Brook 001,2019-10-14,Ledingham Drive,48.98505,-57.74869,"Trout,Salmon",unknown,Yes,Square,Wood,2.23,2.23,57.9,6,4.9,0.61,0.765,9.784,1.584219133,71.1,65.4,0.919831224,poor,"Sides of wooden box culvert bowed in, some supports not attached. Large rock in middle of outflow pool.","Slope >1.5% could result in velocity barrier, and outflow drop is greater than 40 cm",Yes,2020-07-13,,NO,,,POINT (-57.74869 48.98505),02YL000-26225,12.0346096209096
224,Humber Arm42,Humber Arm,42,Culvert,Matthews Brook 002,2019-10-14,Strawberry Loop,48.99706,-57.71348,Salmon,unknown,Yes,round,CSP,2.68,1.83,64,26,46.7,0.665,1.44,34.118,2.271528226,0,102,,fair,"Culvert has baffles installed throughout (steel). Small pebble and gravel filling in within each baffle creating somewhat of a natural bottom. Concrete baffles located downstream as well. Some trees blown over upstream, not obstructing flow, but may eventually fall in water.","Slope >2%, high water flow through baffles, and culvert is deteriorating.",Maybe,,,NO,,,POINT (-57.71348 48.99706),02YL000-26602,7.23485468646631
225,Humber Arm43,Humber Arm,43,Culvert,Matthews Brook 003,2019-10-14,Trans Canada Highway,48.99642,-57.71223,Salmon,unknown,Yes,round,CSP,2.48,2.32,52.5,29.4,44.3,0.695,Elevation change greater than culvert diameter,67.434,3.677670018,0,60.05,,poor,Steel baffles within culvert. A lot of natural rock and pebble within baffle pools. A lot of water flowing through culvert and decent outflow pool at bottom. Change in elevation from inlet to outlet greater than diameter of culvert.,"Elevation change greater than culvert diameter (entered as diameter for conservative slope calculation) Slope >3%, high water flow through baffles, and culvert condition is fair.",Maybe,,,NO,,,POINT (-57.71223 48.99642),02YL000-26602,9.21187274445055
226,Humber Arm44,Humber Arm,44,Culvert,Matthews Brook 004,2019-10-14,Strawberry Loop,48.99668,-57.71105,Salmon,unknown,Yes,round,CSP,2.37,1.33,51.5,21.4,21.2,1.2,2,25.268,3.166059839,0,91.8,,fair,"Culvert has steel baffles throuhgout. Last baffle has a large drop within culvert, with very fast water flowing from last baffle through outlet. Some rocky debris throughout.","Slope >3% could result in velocity barrier, high water flow through baffles, and culvert condition is fair.",Maybe,,,NO,,,POINT (-57.71105 48.99668),02YL000-26602,28.0991122472122
227,Humber Arm45,Humber Arm,45,Culvert,Parsons Brook 001,2019-10-14,Marble Drive,48.97372,-57.7889,"Trout,Salmon",unknown,Yes,round,Plastic pipe,1.15,1,36.2,31.1,21.1,0.64,1.045,18.942,2.138105797,0,88.4,,fair,"Large rock obstruction upstream. Outlet water velocity very fast (hard to even stand in). Outflow pool very large. Second culvert installed on side, blocked by debris at inlet.","Slope likely lead to velocity barrier, and water velocity is notably high.",Yes,2020-07-13,,NO,,,POINT (-57.7889 48.97372),02YL000-25952,11.2732417968706
228,Humber Arm46,Humber Arm,46,Culvert,Cooks Brook 001,2019-10-17,Highway 450,48.97089,-58.06601,"Trout,Salmon",unknown,No,,,,,,,,,,,,,,,,"Large concrete culvret, natural bottom. Installed within the last 5 years.",,No,,,NO,,,POINT (-58.06601 48.97089),02YL000-26869,50.7179350013634
229,Humber Arm47,Humber Arm,47,Culvert,Snooks Brook 001,2019-10-21,Snooks Pond Road,48.944266,-58.105988,"Trout,Salmon",unknown,Yes,round,CSP,1.85,1.03,44,14.4,13.9,0.8,1.055,13.768,1.85212086,0,84.5,,poor,,Slope >1.5% could lead to velocity barrier and condition is poor.,Yes,2020-07-13,,NO,,,POINT (-58.105988 48.944266),02YL000-26503,10.0851355839856
230,IBEC1,IBEC,1,Culvert,Northwest Brook Culvert 01,2019-09-16,Rt 320,49.07002778,-53.83683333,"Trout,Salmon,Eel","Bowater dam upstream, partial barrier",Yes,round,CSP,2.75,1.3,64,26,15,0.915,1.14,24.728,0.909899709,,48,,good,"Outflow pool depth is even deeper than recorded, however could not access to measure as water was past wader weight.",slope greater than 0.5% so may have velocity barrier,Maybe,,,NO,,,POINT (-53.83683333 49.07002778),02YL000-24807,229603.694812327
231,IBEC2,IBEC,2,Dam,Northwest Brook Dam 01,2019-09-16,Rt 320,49.07080556,-53.83691667,"Trout,Salmon,Eel",no,,,,,,,,,,,,,,,,,Partial barrier. Old Bowater dam for log driving. Wooden structure with rocks piled in stream to control water flow. One side has more flow than the other side.,"no passage assessment made on this- to be followed up with dam database
based on low head height and that there appears to be a notch in weir, no passage issues anticipated, under this flow..",,,,NO,,,POINT (-53.83691667 49.07080556),02YL000-24807,229579.136151349
232,IBEC3,IBEC,3,Culvert,Vivian'S Pond Culvert 01,2019-09-16,Rt 320,49.09336111,-53.80694444,Trout,no,Yes,round,CSP,0.61,,0.24,0,0,0.465,0.465,20,0,18,9,0.5,good,"DRY. No water in culvert at all. Water is usually 2-3x higher in area. Outflow pond past outlet flow is deeper than 1m - recommended group uses the survey grade rod for depths >1m.
Outflow pool does not meet culvert thus barrier created at this water level","due to no water in culvert, passage naturally impacted.  also small cuvert so watershed very small thus not likely ussue",No,,,NO,,,POINT (-53.80694444 49.09336111),02YL000-24807,231196.65398969
233,IBEC4,IBEC,4,Culvert,Causeway Culvert 01,2019-09-17,Rt 320,49.10830556,-53.76069444,Trout,"rocks in narrow stream, upstream",Yes,round,CSP,1.16,0.4,23,13,3,0.445,0.47,14.8,0.168918919,30,17,0.566666667,good,"Rocks upstream which create a narrow passage for fish. Past these rocks it opens up into the pond. 
30cm outflow drop- potential barrier at this water level- watch list",perching @30 cm with shallow plunge pool leads me to believe passage is likely issue,Yes,2020-07-13,,NO,,,POINT (-53.76069444 49.10830556),02YL000-24807,234177.936044445
234,IBEC5,IBEC,5,Culvert,Greenspond Intersection Culvert 01,2019-09-17,Rt 320,49.11633333,-53.73866667,"Trout,Salmon,Eel",beaver dam inside culvert,Yes,oval,CSP,"H 1.7, W 2.4",0.74,48,60,2,blocked by dam,0.7,18,,15,12,0.8,fair,"Beaver has fully blocked one culvert to fish passage, and partially blocked the second one. Likely a major issue to fish magration and water flow. Likelihood of road flooding and washout. Group reported this last year to Lumsden depot - no action taken.","photo of outlet does not clearly show perched condition
water levels low- at migration time this may be passable- watch list
slope undetermined due to beaver dam",Yes,2020-07-13,,YES,slope data missing,collect slope data if feasible,POINT (-53.73866667 49.11633333),02YL000-24807,235585.736488004
235,IBEC6,IBEC,6,Culvert,Greenspond Road Culvert 01,2019-09-17,Greenspond rd,49.13997222,-53.69908333,"Trout,Salmon,Eel","beavers dams upstream and rock debris,",Yes,round,CSP,"H 1.79, W 2.3",1.46,26,8.5,11.5,1,1.18,20.131,0.894143361,,9,,fair,slope may result in velocity barrier,,Maybe,,,NO,,,POINT (-53.69908333 49.13997222),02YL000-24807,237945.481859155
236,IBEC7,IBEC,7,Culvert,Starvation Road Culvert 01,2019-09-17,Rt 320,49.12241667,-53.73288889,Trout,no,Yes,round,CSP,2.45,0.87,34,13,8,0.84,1.75,21.4,4.252336449,1,31,31,good,good- new,slope is likely to result in barrier,Yes,2020-07-13,,NO,,,POINT (-53.73288889 49.12241667),02YL000-24807,235873.08743338
237,IBEC8,IBEC,8,Culvert,Southwest Pond Culvert 01,2019-09-20,Route 320,49.13994444,-53.69908333,Trout,Yes,Yes,round,CSP,1.39,0.71,40,12,3,1.05,1.12,20.008,0.349860056,68,20,0.294117647,fair,"Part of NWV water supply,very low water, normally a lot more water coming from inlet, water is normally over rocks upstream. No real pool in outlet just a bunch of rocks, water is much lower than normal, fish movement only from upstream to downstream. Double culvert but other culvert is completely.
68 cm perch condition- barrier to fish
rocks upstream- maybe should be moved?",perching result in barrier,Yes,2020-07-13,,NO,,,POINT (-53.69908333 49.13994444),02YL000-24807,237946.02834123
238,IBEC9,IBEC,9,Culvert,Gunners Pond Culvert 01,2019-09-20,Route 320,49.15372222,-53.65011111,"Trout,Eel",Yes,Yes,round,CSP,1.21,0.74,51,16,14.5,0.72,0.845,32.721,0.382017664,0,23,,good,"Triple culvert, used middle culvert. New-Wes Valley. Water supply area.  First culvert outlet blocked by rocks, two beaver dams in other two culverts. Active Beaver Site. Cleared middle culvert of dams so can measure correctly & let water flow freely. So out of three culverts, two dams & one blocked with rocks (human).",,No,,,NO,,,POINT (-53.65011111 49.15372222),02YL000-24807,241201.454493673
239,IBEC10,IBEC,10,Culvert,Greenspond Road Culvert 02,2019-09-27,Greenspond Road,49.10686111,-53.72244444,Trout,Unknown (upstream and downstream not visible),No,,,,,,,,,,,,,,,fair,Two round CSP culverts on site. Water flowing through both. Vegetation covering view of both upstream and downstream with some large rocks upstream.,,No,,,NO,,,POINT (-53.72244444 49.10686111),02YL000-24807,236949.906863629
240,IBEC11,IBEC,11,Culvert,Greenspond Road Culvert 03,2019-09-27,Greenspond Road,49.09052778,-53.70583333,"Trout,Salmon",no,Yes,round,CSP,1.54,1.11,69,34,20,0.66,0.887,20.222,1.122539808,80,83.5,1.04375,good,Two culverts present on site. Water flowing through both. Much heavier flow in the culvert assessed.,perched condition and slope suggest barrier,Yes,2020-07-13,,NO,,,POINT (-53.70583333 49.09052778),02YL000-24807,238496.063336735
241,IBEC12,IBEC,12,Culvert,Greenspond Road Culvert 04,2019-09-27,Greenspond Road,49.08858333,-53.70391667,"Trout,Salmon",no,Yes,round,CSP,1.63,100,49,15,12,0.9,0.95,14.956,0.334313988,,64,,good,,,No,,,NO,,,POINT (-53.70391667 49.08858333),02YL000-24807,238676.486677652
242,IBEC13,IBEC,13,Culvert,Greenspond Road Culvert 05,2019-09-27,Greenspond Road,49.08486111,-53.68563889,"Trout,Salmon",no,Yes,Round (but squatted),CSP,1.86,1.46,50,20,14,0.87,0.97,16.073,0.622161389,,32,,good,Three culverts present on site. Two of the same size and one smaller one. Middle culvert was assessed.,"culvert is actually a pipe arch 
slope is a bit steep but good water flow- watch list",Maybe,,,NO,,,POINT (-53.68563889 49.08486111),02YL000-24807,240067.911992674
243,IBEC14,IBEC,14,Culvert,Greenspond Road Culvert 06,2019-09-27,Greenspond Road,49.0835,-53.67336111,"Trout,Salmon",Possible weir downstream,Yes,round,CSP,1.54,0.8,37,15,10,0.985,1.345,20.199,1.782266449,68,60,0.882352941,good,,"steep slope- likely velocity barrier
perched condition tho photos do not show",Yes,2020-07-13,,NO,,,POINT (-53.67336111 49.0835),02YL000-24807,240977.200100894
244,IBEC15,IBEC,15,Culvert,Greenspond Road Culvert 07,2019-09-27,Greenspond Road,49.07972222,-53.66786111,Trout,no,No,,,,,,,,,,,,,,,good,,,No,,,NO,,,POINT (-53.66786111 49.07972222),02YL000-24807,241455.615743356
245,IBEC16,IBEC,16,Culvert,Ponds Lane Culvert 01,2019-10-03,Ponds Lane,49.01597222,-53.88605556,Trout,Yes,Yes,round,CSP,1.18,0.67,34,15,12,0.92,1.14,11.309,1.945353258,,55,,good,Two culverts of different sizes on site on site. Bigger culvert was assessed (right culvert of inlet photo). Active beavers with dam in front of inlet. Some water getting through.,"slope may result in barrier- watch list
slope likely result in barrier",Yes,2020-07-13,,NO,,,POINT (-53.88605556 49.01597222),02YL000-24807,227477.912422466
246,IBEC17,IBEC,17,Culvert,Ponds Lane Culvert 02,2019-10-03,Route 320,49.01611111,-53.88544444,Trout,Yes,Yes,round,CSP,1.8,0.75,43,11,9.5,0.75,1.57,24.206,3.387589854,13,60,4.615384615,fair,"Culvert looks like waterslide tube, curved up on inlet, causing big elevation change.","steep slope likely result in barrier but could also be due to installation ""curve""",Yes,2020-07-13,,NO,,,POINT (-53.88544444 49.01611111),02YL000-24807,227517.530935962
247,IBEC18,IBEC,18,Beaver Dam,Trinity Culvert 01,2019-10-03,Route 320,48.99822222,-53.91,"Trout,Salmon",no,,,,,,,,,,,,,,,,,"Old beaver dam/mud wall not allowing any water to pass through culvert. Culvert is completely dry at inlet. Doesn't appear to be passable to fish at all. Was not able to do elevation measuremnt at inlet because bottom of culvert was not reachable.
further assessnet may be required- 2nd SV",beaver dam at inlet result in barrier,Yes,2020-07-13,,YES,slope data missing,collect slope data if feasible,POINT (-53.91 48.99822222),02YL000-24807,226269.854216846
248,IBEC19,IBEC,19,Culvert,Trinity Culvert 02,2019-10-03,Route 320,48.99497222,-53.91058333,"Trout,Salmon,Eel",no,Yes,"round (but squatted)

pipe arch",CSP,3.05,2.09,70,11,10,0.845,1.345,20.391,2.452062184,15,60,4,poor,,steep slope and poor condition result in likely barrier,Yes,2020-07-13,,NO,,,POINT (-53.91058333 48.99497222),02YL000-24807,226320.205217076
249,IBEC20,IBEC,20,Culvert,Black Brook Culvert 01,2019-10-10,Route 320,48.97527778,-53.91777778,"Trout,Salmon",no,No,,,,,,,,,,,,,,,good,"Two culverts on site. 50 feet apart. Culvert with more water, flowing directly into the ocean was assessed. Second culvert appears to only be used for overflow/flood periods. 
(Overflow?) Culvert is 3 feet out of water on inlet side. 
Very good habitat for salmon. Extremely deep pool on outlet side. Photos taken from on top of culvert.",,No,,,NO,,,POINT (-53.91777778 48.97527778),02YL000-24807,226378.970780843
250,IBEC21,IBEC,21,Culvert,Anstey'S Road Culvert 01,2019-10-10,Anstey's Road,48.86575,-53.99463889,Trout,no,Yes,round,CSP,1.52,0.84,34,14,11,0.96,1,9.021,0.443409822,5,32,6.4,good,Two culverts present on site. Water flowing through both. Culvert on right side in inlet photo assessed. Some branch debris and rocks at inlet but not obstructing flow.,,No,,,NO,,,POINT (-53.99463889 48.86575),02YL000-24807,224541.501005834
